OTU	Classification	tax	Label
Otu02405	OTU2405	Firmicutes	Firmicutes (OTU2405)
Otu02406	OTU2406	Lachnospiraceae	Lachnospiraceae (OTU2406)
Otu02407	OTU2407	Bacteria	Bacteria (OTU2407)
Otu02408	OTU2408	Lachnospiraceae	Lachnospiraceae (OTU2408)
Otu02409	OTU2409	Ruminococcaceae	Ruminococcaceae (OTU2409)
Otu02410	OTU2410	Ruminococcaceae	Ruminococcaceae (OTU2410)
Otu02411	OTU2411	Ruminococcaceae	Ruminococcaceae (OTU2411)
Otu02412	OTU2412	Lachnospiraceae	Lachnospiraceae (OTU2412)
Otu02413	OTU2413	Ruminococcaceae	Ruminococcaceae (OTU2413)
Otu02414	OTU2414	Roseburia	Roseburia (OTU2414)
Otu02415	OTU2415	Butyricimonas	Butyricimonas (OTU2415)
Otu02416	OTU2416	Bacteroides	Bacteroides (OTU2416)
Otu02417	OTU2417	Blautia	Blautia (OTU2417)
Otu02418	OTU2418	Alistipes	Alistipes (OTU2418)
Otu02419	OTU2419	Porphyromonadaceae	Porphyromonadaceae (OTU2419)
Otu02420	OTU2420	Clostridium_IV	Clostridium_IV (OTU2420)
Otu02421	OTU2421	Clostridiales	Clostridiales (OTU2421)
Otu02422	OTU2422	Bacteroides	Bacteroides (OTU2422)
Otu02423	OTU2423	Bacteroides	Bacteroides (OTU2423)
Otu02424	OTU2424	Bacteroides	Bacteroides (OTU2424)
Otu02425	OTU2425	Faecalibacterium	Faecalibacterium (OTU2425)
Otu02426	OTU2426	Clostridiales	Clostridiales (OTU2426)
Otu02427	OTU2427	Clostridiales	Clostridiales (OTU2427)
Otu02428	OTU2428	Lachnospiraceae	Lachnospiraceae (OTU2428)
Otu02429	OTU2429	Bacteroides	Bacteroides (OTU2429)
Otu02430	OTU2430	Dorea	Dorea (OTU2430)
Otu02431	OTU2431	Sedimentibacter	Sedimentibacter (OTU2431)
Otu02432	OTU2432	Ruminococcus2	Ruminococcus2 (OTU2432)
Otu02433	OTU2433	Butyricimonas	Butyricimonas (OTU2433)
Otu02434	OTU2434	Paraprevotella	Paraprevotella (OTU2434)
Otu02435	OTU2435	Lachnospiraceae	Lachnospiraceae (OTU2435)
Otu02436	OTU2436	Bacteroides	Bacteroides (OTU2436)
Otu02437	OTU2437	Clostridium_XlVa	Clostridium_XlVa (OTU2437)
Otu02438	OTU2438	Butyricimonas	Butyricimonas (OTU2438)
Otu02439	OTU2439	Clostridiales	Clostridiales (OTU2439)
Otu02440	OTU2440	Bacteroides	Bacteroides (OTU2440)
Otu02441	OTU2441	Clostridiales	Clostridiales (OTU2441)
Otu02442	OTU2442	Odoribacter	Odoribacter (OTU2442)
Otu02443	OTU2443	Lachnospiraceae	Lachnospiraceae (OTU2443)
Otu02444	OTU2444	Lachnospiraceae	Lachnospiraceae (OTU2444)
Otu02445	OTU2445	Lachnospiraceae	Lachnospiraceae (OTU2445)
Otu02446	OTU2446	Parabacteroides	Parabacteroides (OTU2446)
Otu02447	OTU2447	Parabacteroides	Parabacteroides (OTU2447)
Otu02448	OTU2448	Bacteroides	Bacteroides (OTU2448)
Otu02449	OTU2449	Clostridiales	Clostridiales (OTU2449)
Otu02450	OTU2450	Prevotella	Prevotella (OTU2450)
Otu02451	OTU2451	Peptostreptococcaceae	Peptostreptococcaceae (OTU2451)
Otu02452	OTU2452	Bacteroides	Bacteroides (OTU2452)
Otu02453	OTU2453	Lachnospiraceae	Lachnospiraceae (OTU2453)
Otu02454	OTU2454	Bacteroides	Bacteroides (OTU2454)
Otu02455	OTU2455	Prevotellaceae	Prevotellaceae (OTU2455)
Otu02456	OTU2456	Parabacteroides	Parabacteroides (OTU2456)
Otu02457	OTU2457	Bacteroides	Bacteroides (OTU2457)
Otu02458	OTU2458	Bacteroidales	Bacteroidales (OTU2458)
Otu02459	OTU2459	Lachnospiraceae	Lachnospiraceae (OTU2459)
Otu02460	OTU2460	Ruminococcaceae	Ruminococcaceae (OTU2460)
Otu02461	OTU2461	Clostridiales	Clostridiales (OTU2461)
Otu02462	OTU2462	Flavonifractor	Flavonifractor (OTU2462)
Otu02463	OTU2463	Alistipes	Alistipes (OTU2463)
Otu02464	OTU2464	Lachnospiraceae	Lachnospiraceae (OTU2464)
Otu02465	OTU2465	Prevotella	Prevotella (OTU2465)
Otu02466	OTU2466	Anaerotruncus	Anaerotruncus (OTU2466)
Otu02467	OTU2467	Ruminococcaceae	Ruminococcaceae (OTU2467)
Otu02468	OTU2468	Clostridiales	Clostridiales (OTU2468)
Otu02469	OTU2469	Bacteroides	Bacteroides (OTU2469)
Otu02470	OTU2470	Butyricimonas	Butyricimonas (OTU2470)
Otu02471	OTU2471	Morganella	Morganella (OTU2471)
Otu02472	OTU2472	Lachnospiraceae	Lachnospiraceae (OTU2472)
Otu02473	OTU2473	Enterobacteriaceae	Enterobacteriaceae (OTU2473)
Otu02474	OTU2474	Clostridium_XlVa	Clostridium_XlVa (OTU2474)
Otu02475	OTU2475	Enterobacteriaceae	Enterobacteriaceae (OTU2475)
Otu02476	OTU2476	Ruminococcus2	Ruminococcus2 (OTU2476)
Otu02477	OTU2477	Ruminococcaceae	Ruminococcaceae (OTU2477)
Otu02478	OTU2478	Lachnospiraceae	Lachnospiraceae (OTU2478)
Otu02479	OTU2479	Prevotella	Prevotella (OTU2479)
Otu02480	OTU2480	Ruminococcus	Ruminococcus (OTU2480)
Otu02481	OTU2481	Ruminococcus2	Ruminococcus2 (OTU2481)
Otu02482	OTU2482	Lachnospiraceae	Lachnospiraceae (OTU2482)
Otu02483	OTU2483	Ruminococcaceae	Ruminococcaceae (OTU2483)
Otu02484	OTU2484	Parabacteroides	Parabacteroides (OTU2484)
Otu02485	OTU2485	Lachnospiraceae	Lachnospiraceae (OTU2485)
Otu02486	OTU2486	Ruminococcaceae	Ruminococcaceae (OTU2486)
Otu02487	OTU2487	Clostridiales	Clostridiales (OTU2487)
Otu02488	OTU2488	Alistipes	Alistipes (OTU2488)
Otu02489	OTU2489	Bacteroides	Bacteroides (OTU2489)
Otu02490	OTU2490	Porphyromonadaceae	Porphyromonadaceae (OTU2490)
Otu02491	OTU2491	Lachnospiraceae	Lachnospiraceae (OTU2491)
Otu02492	OTU2492	Peptostreptococcus	Peptostreptococcus (OTU2492)
Otu02493	OTU2493	Bacteroides	Bacteroides (OTU2493)
Otu02494	OTU2494	Bacteroides	Bacteroides (OTU2494)
Otu02495	OTU2495	Enterobacteriaceae	Enterobacteriaceae (OTU2495)
Otu02496	OTU2496	Ruminococcaceae	Ruminococcaceae (OTU2496)
Otu02497	OTU2497	Alistipes	Alistipes (OTU2497)
Otu02498	OTU2498	Clostridiaceae_1	Clostridiaceae_1 (OTU2498)
Otu02499	OTU2499	Odoribacter	Odoribacter (OTU2499)
Otu02500	OTU2500	Paraprevotella	Paraprevotella (OTU2500)
Otu02501	OTU2501	Parabacteroides	Parabacteroides (OTU2501)
Otu02502	OTU2502	Bacteroides	Bacteroides (OTU2502)
Otu02503	OTU2503	Ruminococcaceae	Ruminococcaceae (OTU2503)
Otu02504	OTU2504	Blautia	Blautia (OTU2504)
Otu02505	OTU2505	Clostridiales	Clostridiales (OTU2505)
Otu02506	OTU2506	Clostridium_IV	Clostridium_IV (OTU2506)
Otu02507	OTU2507	Parabacteroides	Parabacteroides (OTU2507)
Otu02508	OTU2508	Lachnospiraceae	Lachnospiraceae (OTU2508)
Otu02509	OTU2509	Lachnospiraceae	Lachnospiraceae (OTU2509)
Otu02510	OTU2510	Blautia	Blautia (OTU2510)
Otu02511	OTU2511	Bacteroides	Bacteroides (OTU2511)
Otu02512	OTU2512	Parabacteroides	Parabacteroides (OTU2512)
Otu02513	OTU2513	Bacteroidales	Bacteroidales (OTU2513)
Otu02514	OTU2514	Bacteroides	Bacteroides (OTU2514)
Otu02515	OTU2515	Clostridiales	Clostridiales (OTU2515)
Otu02516	OTU2516	Ruminococcus2	Ruminococcus2 (OTU2516)
Otu02517	OTU2517	Lachnospiraceae	Lachnospiraceae (OTU2517)
Otu02518	OTU2518	Clostridiales	Clostridiales (OTU2518)
Otu02519	OTU2519	Ruminococcaceae	Ruminococcaceae (OTU2519)
Otu02520	OTU2520	Blautia	Blautia (OTU2520)
Otu02521	OTU2521	Ruminococcaceae	Ruminococcaceae (OTU2521)
Otu02522	OTU2522	Lachnospiraceae	Lachnospiraceae (OTU2522)
Otu02523	OTU2523	Prevotella	Prevotella (OTU2523)
Otu02524	OTU2524	Ruminococcaceae	Ruminococcaceae (OTU2524)
Otu02525	OTU2525	Escherichia/Shigella	Escherichia/Shigella (OTU2525)
Otu02526	OTU2526	Ruminococcaceae	Ruminococcaceae (OTU2526)
Otu02527	OTU2527	Oscillibacter	Oscillibacter (OTU2527)
Otu02528	OTU2528	Enterobacteriaceae	Enterobacteriaceae (OTU2528)
Otu02529	OTU2529	Ruminococcaceae	Ruminococcaceae (OTU2529)
Otu02530	OTU2530	Enterobacteriaceae	Enterobacteriaceae (OTU2530)
Otu02531	OTU2531	Bacteroides	Bacteroides (OTU2531)
Otu02532	OTU2532	Escherichia/Shigella	Escherichia/Shigella (OTU2532)
Otu02533	OTU2533	Clostridiales	Clostridiales (OTU2533)
Otu02534	OTU2534	Lachnospiraceae	Lachnospiraceae (OTU2534)
Otu02535	OTU2535	Lachnospiraceae	Lachnospiraceae (OTU2535)
Otu02536	OTU2536	Ruminococcaceae	Ruminococcaceae (OTU2536)
Otu02537	OTU2537	Prevotellaceae	Prevotellaceae (OTU2537)
Otu02538	OTU2538	Enterobacteriaceae	Enterobacteriaceae (OTU2538)
Otu02539	OTU2539	Paraprevotella	Paraprevotella (OTU2539)
Otu02540	OTU2540	Clostridiales	Clostridiales (OTU2540)
Otu02541	OTU2541	Lachnospiraceae	Lachnospiraceae (OTU2541)
Otu02542	OTU2542	Ruminococcus2	Ruminococcus2 (OTU2542)
Otu02543	OTU2543	Lachnospiraceae	Lachnospiraceae (OTU2543)
Otu02544	OTU2544	Clostridiales	Clostridiales (OTU2544)
Otu02545	OTU2545	Lachnospiraceae	Lachnospiraceae (OTU2545)
Otu02546	OTU2546	Barnesiella	Barnesiella (OTU2546)
Otu02547	OTU2547	Dorea	Dorea (OTU2547)
Otu02548	OTU2548	Butyricimonas	Butyricimonas (OTU2548)
Otu02549	OTU2549	Lachnospiraceae	Lachnospiraceae (OTU2549)
Otu02550	OTU2550	Lachnospiraceae	Lachnospiraceae (OTU2550)
Otu02551	OTU2551	Clostridiales	Clostridiales (OTU2551)
Otu02552	OTU2552	Prevotella	Prevotella (OTU2552)
Otu02553	OTU2553	Prevotella	Prevotella (OTU2553)
Otu02554	OTU2554	Bacteroidales	Bacteroidales (OTU2554)
Otu02555	OTU2555	Bacteroides	Bacteroides (OTU2555)
Otu02556	OTU2556	Lachnospiraceae	Lachnospiraceae (OTU2556)
Otu02557	OTU2557	Lachnospiraceae	Lachnospiraceae (OTU2557)
Otu02558	OTU2558	Ruminococcaceae	Ruminococcaceae (OTU2558)
Otu02559	OTU2559	Prevotella	Prevotella (OTU2559)
Otu02560	OTU2560	Ruminococcaceae	Ruminococcaceae (OTU2560)
Otu02561	OTU2561	Bacteroides	Bacteroides (OTU2561)
Otu02562	OTU2562	Blautia	Blautia (OTU2562)
Otu02563	OTU2563	Prevotella	Prevotella (OTU2563)
Otu02564	OTU2564	Clostridiales	Clostridiales (OTU2564)
Otu02565	OTU2565	Clostridiales	Clostridiales (OTU2565)
Otu02566	OTU2566	Faecalibacterium	Faecalibacterium (OTU2566)
Otu02567	OTU2567	Ruminococcaceae	Ruminococcaceae (OTU2567)
Otu02568	OTU2568	Clostridiales	Clostridiales (OTU2568)
Otu02569	OTU2569	Lachnospiraceae	Lachnospiraceae (OTU2569)
Otu02570	OTU2570	Lachnospiraceae	Lachnospiraceae (OTU2570)
Otu02571	OTU2571	Bacteroides	Bacteroides (OTU2571)
Otu02572	OTU2572	Faecalibacterium	Faecalibacterium (OTU2572)
Otu02573	OTU2573	Lachnospiraceae	Lachnospiraceae (OTU2573)
Otu02574	OTU2574	Tannerella	Tannerella (OTU2574)
Otu02575	OTU2575	Bacteroides	Bacteroides (OTU2575)
Otu02576	OTU2576	Clostridiales	Clostridiales (OTU2576)
Otu02577	OTU2577	Clostridiales	Clostridiales (OTU2577)
Otu02578	OTU2578	Bifidobacterium	Bifidobacterium (OTU2578)
Otu02579	OTU2579	Bifidobacterium	Bifidobacterium (OTU2579)
Otu02580	OTU2580	Bacteroides	Bacteroides (OTU2580)
Otu02581	OTU2581	Ruminococcaceae	Ruminococcaceae (OTU2581)
Otu02582	OTU2582	Lachnospiraceae	Lachnospiraceae (OTU2582)
Otu02583	OTU2583	Bifidobacterium	Bifidobacterium (OTU2583)
Otu02584	OTU2584	Escherichia/Shigella	Escherichia/Shigella (OTU2584)
Otu02585	OTU2585	Bacteroides	Bacteroides (OTU2585)
Otu02586	OTU2586	Barnesiella	Barnesiella (OTU2586)
Otu02587	OTU2587	Parabacteroides	Parabacteroides (OTU2587)
Otu02588	OTU2588	Prevotella	Prevotella (OTU2588)
Otu02589	OTU2589	Clostridiales	Clostridiales (OTU2589)
Otu02590	OTU2590	Ruminococcus2	Ruminococcus2 (OTU2590)
Otu02591	OTU2591	Odoribacter	Odoribacter (OTU2591)
Otu02592	OTU2592	Ruminococcaceae	Ruminococcaceae (OTU2592)
Otu02593	OTU2593	Alistipes	Alistipes (OTU2593)
Otu02594	OTU2594	Ruminococcaceae	Ruminococcaceae (OTU2594)
Otu02595	OTU2595	Odoribacter	Odoribacter (OTU2595)
Otu02596	OTU2596	Butyricimonas	Butyricimonas (OTU2596)
Otu02597	OTU2597	Bacteroidales	Bacteroidales (OTU2597)
Otu02598	OTU2598	Porphyromonadaceae	Porphyromonadaceae (OTU2598)
Otu02599	OTU2599	Porphyromonadaceae	Porphyromonadaceae (OTU2599)
Otu02600	OTU2600	Escherichia/Shigella	Escherichia/Shigella (OTU2600)
Otu02601	OTU2601	Ruminococcaceae	Ruminococcaceae (OTU2601)
Otu02602	OTU2602	Prevotella	Prevotella (OTU2602)
Otu02603	OTU2603	Bacteroides	Bacteroides (OTU2603)
Otu02604	OTU2604	Parabacteroides	Parabacteroides (OTU2604)
Otu02605	OTU2605	Bacteroides	Bacteroides (OTU2605)
Otu02606	OTU2606	Bacteroidales	Bacteroidales (OTU2606)
Otu02607	OTU2607	Ruminococcaceae	Ruminococcaceae (OTU2607)
Otu02608	OTU2608	Butyricimonas	Butyricimonas (OTU2608)
Otu02609	OTU2609	Clostridium_XlVa	Clostridium_XlVa (OTU2609)
Otu02610	OTU2610	Ruminococcus	Ruminococcus (OTU2610)
Otu02611	OTU2611	Clostridiales	Clostridiales (OTU2611)
Otu02612	OTU2612	Lonsdalea	Lonsdalea (OTU2612)
Otu02613	OTU2613	Lachnospiraceae	Lachnospiraceae (OTU2613)
Otu02614	OTU2614	Ruminococcaceae	Ruminococcaceae (OTU2614)
Otu02615	OTU2615	Morganella	Morganella (OTU2615)
Otu02616	OTU2616	Paraprevotella	Paraprevotella (OTU2616)
Otu02617	OTU2617	Clostridiales	Clostridiales (OTU2617)
Otu02618	OTU2618	Bacteroides	Bacteroides (OTU2618)
Otu02619	OTU2619	Faecalibacterium	Faecalibacterium (OTU2619)
Otu02620	OTU2620	Lachnospiraceae	Lachnospiraceae (OTU2620)
Otu02621	OTU2621	Alistipes	Alistipes (OTU2621)
Otu02622	OTU2622	Proteus	Proteus (OTU2622)
Otu02623	OTU2623	Lachnospiraceae	Lachnospiraceae (OTU2623)
Otu02624	OTU2624	Allisonella	Allisonella (OTU2624)
Otu02625	OTU2625	Acidaminococcaceae	Acidaminococcaceae (OTU2625)
Otu02626	OTU2626	Veillonella	Veillonella (OTU2626)
Otu02627	OTU2627	Veillonellaceae	Veillonellaceae (OTU2627)
Otu02628	OTU2628	Veillonellaceae	Veillonellaceae (OTU2628)
Otu02629	OTU2629	Veillonellaceae	Veillonellaceae (OTU2629)
Otu02630	OTU2630	Veillonella	Veillonella (OTU2630)
Otu02631	OTU2631	Paenibacillus	Paenibacillus (OTU2631)
Otu02632	OTU2632	Bacillales	Bacillales (OTU2632)
Otu02633	OTU2633	Veillonellaceae	Veillonellaceae (OTU2633)
Otu02634	OTU2634	Staphylococcus	Staphylococcus (OTU2634)
Otu02635	OTU2635	Megasphaera	Megasphaera (OTU2635)
Otu02636	OTU2636	Dialister	Dialister (OTU2636)
Otu02637	OTU2637	Bacillales	Bacillales (OTU2637)
Otu02638	OTU2638	Acidaminococcus	Acidaminococcus (OTU2638)
Otu02639	OTU2639	Bacillales	Bacillales (OTU2639)
Otu02640	OTU2640	Acidaminococcus	Acidaminococcus (OTU2640)
Otu02641	OTU2641	Bacillaceae_1	Bacillaceae_1 (OTU2641)
Otu02642	OTU2642	Dialister	Dialister (OTU2642)
Otu02643	OTU2643	Blautia	Blautia (OTU2643)
Otu02644	OTU2644	Roseburia	Roseburia (OTU2644)
Otu02645	OTU2645	Roseburia	Roseburia (OTU2645)
Otu02646	OTU2646	Clostridiales	Clostridiales (OTU2646)
Otu02647	OTU2647	Ruminococcaceae	Ruminococcaceae (OTU2647)
Otu02648	OTU2648	Ruminococcaceae	Ruminococcaceae (OTU2648)
Otu02649	OTU2649	Lachnospiraceae	Lachnospiraceae (OTU2649)
Otu02650	OTU2650	Clostridiales	Clostridiales (OTU2650)
Otu02651	OTU2651	Ruminococcaceae	Ruminococcaceae (OTU2651)
Otu02652	OTU2652	Clostridium_IV	Clostridium_IV (OTU2652)
Otu02653	OTU2653	Clostridiales	Clostridiales (OTU2653)
Otu02654	OTU2654	Ruminococcus2	Ruminococcus2 (OTU2654)
Otu02655	OTU2655	Lachnospiraceae	Lachnospiraceae (OTU2655)
Otu02656	OTU2656	Veillonellaceae	Veillonellaceae (OTU2656)
Otu02657	OTU2657	Dialister	Dialister (OTU2657)
Otu02658	OTU2658	Acidaminococcus	Acidaminococcus (OTU2658)
Otu02659	OTU2659	Acidaminococcus	Acidaminococcus (OTU2659)
Otu02660	OTU2660	Dialister	Dialister (OTU2660)
Otu02661	OTU2661	Firmicutes	Firmicutes (OTU2661)
Otu02662	OTU2662	Veillonellaceae	Veillonellaceae (OTU2662)
Otu02663	OTU2663	Acidaminococcus	Acidaminococcus (OTU2663)
Otu02664	OTU2664	Allisonella	Allisonella (OTU2664)
Otu02665	OTU2665	Veillonellaceae	Veillonellaceae (OTU2665)
Otu02666	OTU2666	Megasphaera	Megasphaera (OTU2666)
Otu02667	OTU2667	Veillonellaceae	Veillonellaceae (OTU2667)
Otu02668	OTU2668	Anaeroglobus	Anaeroglobus (OTU2668)
Otu02669	OTU2669	Veillonella	Veillonella (OTU2669)
Otu02670	OTU2670	Veillonellaceae	Veillonellaceae (OTU2670)
Otu02671	OTU2671	Veillonella	Veillonella (OTU2671)
Otu02672	OTU2672	Veillonella	Veillonella (OTU2672)
Otu02673	OTU2673	Veillonella	Veillonella (OTU2673)
Otu02674	OTU2674	Selenomonadales	Selenomonadales (OTU2674)
Otu02675	OTU2675	Dialister	Dialister (OTU2675)
Otu02676	OTU2676	Lactobacillales	Lactobacillales (OTU2676)
Otu02677	OTU2677	Bacteroidetes	Bacteroidetes (OTU2677)
Otu02678	OTU2678	Bacteroidetes	Bacteroidetes (OTU2678)
Otu02679	OTU2679	Facklamia	Facklamia (OTU2679)
Otu02680	OTU2680	Streptococcus	Streptococcus (OTU2680)
Otu02681	OTU2681	Bacteroidetes	Bacteroidetes (OTU2681)
Otu02682	OTU2682	Lactobacillus	Lactobacillus (OTU2682)
Otu02683	OTU2683	Veillonellaceae	Veillonellaceae (OTU2683)
Otu02684	OTU2684	Megamonas	Megamonas (OTU2684)
Otu02685	OTU2685	Veillonella	Veillonella (OTU2685)
Otu02686	OTU2686	Megamonas	Megamonas (OTU2686)
Otu02687	OTU2687	Veillonellaceae	Veillonellaceae (OTU2687)
Otu02688	OTU2688	Veillonella	Veillonella (OTU2688)
Otu02689	OTU2689	Veillonellaceae	Veillonellaceae (OTU2689)
Otu02690	OTU2690	Veillonellaceae	Veillonellaceae (OTU2690)
Otu02691	OTU2691	Phascolarctobacterium	Phascolarctobacterium (OTU2691)
Otu02692	OTU2692	Veillonellaceae	Veillonellaceae (OTU2692)
Otu02693	OTU2693	Megasphaera	Megasphaera (OTU2693)
Otu02694	OTU2694	Bacteroidetes	Bacteroidetes (OTU2694)
Otu02695	OTU2695	Acidaminococcus	Acidaminococcus (OTU2695)
Otu02696	OTU2696	Bacteroidetes	Bacteroidetes (OTU2696)
Otu02697	OTU2697	Dialister	Dialister (OTU2697)
Otu02698	OTU2698	Veillonella	Veillonella (OTU2698)
Otu02699	OTU2699	Veillonellaceae	Veillonellaceae (OTU2699)
Otu02700	OTU2700	Veillonellaceae	Veillonellaceae (OTU2700)
Otu02701	OTU2701	Megamonas	Megamonas (OTU2701)
Otu02702	OTU2702	Bacteroidetes	Bacteroidetes (OTU2702)
Otu02703	OTU2703	Firmicutes	Firmicutes (OTU2703)
Otu02704	OTU2704	Firmicutes	Firmicutes (OTU2704)
Otu02705	OTU2705	Ruminococcaceae	Ruminococcaceae (OTU2705)
Otu02706	OTU2706	Ruminococcaceae	Ruminococcaceae (OTU2706)
Otu02707	OTU2707	Firmicutes	Firmicutes (OTU2707)
Otu02708	OTU2708	Firmicutes	Firmicutes (OTU2708)
Otu02709	OTU2709	Ruminococcaceae	Ruminococcaceae (OTU2709)
Otu02710	OTU2710	Dorea	Dorea (OTU2710)
Otu02711	OTU2711	Lachnospiraceae	Lachnospiraceae (OTU2711)
Otu02712	OTU2712	Lachnospiraceae	Lachnospiraceae (OTU2712)
Otu02713	OTU2713	Clostridiales	Clostridiales (OTU2713)
Otu02714	OTU2714	Lachnospiraceae	Lachnospiraceae (OTU2714)
Otu02715	OTU2715	Firmicutes	Firmicutes (OTU2715)
Otu02716	OTU2716	Firmicutes	Firmicutes (OTU2716)
Otu02717	OTU2717	Firmicutes	Firmicutes (OTU2717)
Otu02718	OTU2718	Firmicutes	Firmicutes (OTU2718)
Otu02719	OTU2719	Firmicutes	Firmicutes (OTU2719)
Otu02720	OTU2720	Anaerofustis	Anaerofustis (OTU2720)
Otu02721	OTU2721	Lachnospiraceae	Lachnospiraceae (OTU2721)
Otu02722	OTU2722	Lachnospiraceae	Lachnospiraceae (OTU2722)
Otu02723	OTU2723	Clostridiales	Clostridiales (OTU2723)
Otu02724	OTU2724	Firmicutes	Firmicutes (OTU2724)
Otu02725	OTU2725	Firmicutes	Firmicutes (OTU2725)
Otu02726	OTU2726	Lachnospiraceae	Lachnospiraceae (OTU2726)
Otu02727	OTU2727	Lachnospiraceae	Lachnospiraceae (OTU2727)
Otu02728	OTU2728	Clostridiales	Clostridiales (OTU2728)
Otu02729	OTU2729	Lachnospiraceae	Lachnospiraceae (OTU2729)
Otu02730	OTU2730	Anaerofustis	Anaerofustis (OTU2730)
Otu02731	OTU2731	Butyricicoccus	Butyricicoccus (OTU2731)
Otu02732	OTU2732	Ruminococcus2	Ruminococcus2 (OTU2732)
Otu02733	OTU2733	Clostridium_IV	Clostridium_IV (OTU2733)
Otu02734	OTU2734	Lachnospiraceae	Lachnospiraceae (OTU2734)
Otu02735	OTU2735	Firmicutes	Firmicutes (OTU2735)
Otu02736	OTU2736	Clostridiales	Clostridiales (OTU2736)
Otu02737	OTU2737	Ruminococcaceae	Ruminococcaceae (OTU2737)
Otu02738	OTU2738	Firmicutes	Firmicutes (OTU2738)
Otu02739	OTU2739	Ruminococcaceae	Ruminococcaceae (OTU2739)
Otu02740	OTU2740	Blautia	Blautia (OTU2740)
Otu02741	OTU2741	Ruminococcaceae	Ruminococcaceae (OTU2741)
Otu02742	OTU2742	Ruminococcaceae	Ruminococcaceae (OTU2742)
Otu02743	OTU2743	Ruminococcaceae	Ruminococcaceae (OTU2743)
Otu02744	OTU2744	Lachnospiraceae	Lachnospiraceae (OTU2744)
Otu02745	OTU2745	Lachnospiraceae	Lachnospiraceae (OTU2745)
Otu02746	OTU2746	Ruminococcaceae	Ruminococcaceae (OTU2746)
Otu02747	OTU2747	Lachnospiraceae	Lachnospiraceae (OTU2747)
Otu02748	OTU2748	Clostridium_IV	Clostridium_IV (OTU2748)
Otu02749	OTU2749	Blautia	Blautia (OTU2749)
Otu02750	OTU2750	Ruminococcaceae	Ruminococcaceae (OTU2750)
Otu02751	OTU2751	Lachnospiraceae	Lachnospiraceae (OTU2751)
Otu02752	OTU2752	Blautia	Blautia (OTU2752)
Otu02753	OTU2753	Roseburia	Roseburia (OTU2753)
Otu02754	OTU2754	Lachnospiraceae	Lachnospiraceae (OTU2754)
Otu02755	OTU2755	Ruminococcaceae	Ruminococcaceae (OTU2755)
Otu02756	OTU2756	Clostridium_XlVb	Clostridium_XlVb (OTU2756)
Otu02757	OTU2757	Roseburia	Roseburia (OTU2757)
Otu02758	OTU2758	Clostridiaceae_1	Clostridiaceae_1 (OTU2758)
Otu02759	OTU2759	Clostridium_IV	Clostridium_IV (OTU2759)
Otu02760	OTU2760	Clostridiaceae_1	Clostridiaceae_1 (OTU2760)
Otu02761	OTU2761	Clostridiales	Clostridiales (OTU2761)
Otu02762	OTU2762	Clostridiales	Clostridiales (OTU2762)
Otu02763	OTU2763	Clostridiales	Clostridiales (OTU2763)
Otu02764	OTU2764	Ruminococcaceae	Ruminococcaceae (OTU2764)
Otu02765	OTU2765	Clostridiales	Clostridiales (OTU2765)
Otu02766	OTU2766	Ruminococcus2	Ruminococcus2 (OTU2766)
Otu02767	OTU2767	Ruminococcus2	Ruminococcus2 (OTU2767)
Otu02768	OTU2768	Lachnospiraceae	Lachnospiraceae (OTU2768)
Otu02769	OTU2769	Ruminococcaceae	Ruminococcaceae (OTU2769)
Otu02770	OTU2770	Faecalibacterium	Faecalibacterium (OTU2770)
Otu02771	OTU2771	Clostridiales	Clostridiales (OTU2771)
Otu02772	OTU2772	Lachnospiraceae	Lachnospiraceae (OTU2772)
Otu02773	OTU2773	Lachnospiraceae	Lachnospiraceae (OTU2773)
Otu02774	OTU2774	Papillibacter	Papillibacter (OTU2774)
Otu02775	OTU2775	Lachnospiraceae	Lachnospiraceae (OTU2775)
Otu02776	OTU2776	Lachnospiraceae	Lachnospiraceae (OTU2776)
Otu02777	OTU2777	Lachnospiraceae	Lachnospiraceae (OTU2777)
Otu02778	OTU2778	Clostridium_XlVa	Clostridium_XlVa (OTU2778)
Otu02779	OTU2779	Flavonifractor	Flavonifractor (OTU2779)
Otu02780	OTU2780	Clostridiales	Clostridiales (OTU2780)
Otu02781	OTU2781	Lachnospiraceae	Lachnospiraceae (OTU2781)
Otu02782	OTU2782	Bacteria	Bacteria (OTU2782)
Otu02783	OTU2783	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria (OTU2783)
Otu02784	OTU2784	Bacteria	Bacteria (OTU2784)
Otu02785	OTU2785	Bacteria	Bacteria (OTU2785)
Otu02786	OTU2786	Bacteria	Bacteria (OTU2786)
Otu02787	OTU2787	Bacteria	Bacteria (OTU2787)
Otu02788	OTU2788	Bacteria	Bacteria (OTU2788)
Otu02789	OTU2789	Bacteria	Bacteria (OTU2789)
Otu02790	OTU2790	Bacteria	Bacteria (OTU2790)
Otu02791	OTU2791	Bacteria	Bacteria (OTU2791)
Otu02792	OTU2792	Bacteria	Bacteria (OTU2792)
Otu02793	OTU2793	Bacteria	Bacteria (OTU2793)
Otu02794	OTU2794	Victivallis	Victivallis (OTU2794)
Otu02795	OTU2795	Bacteria	Bacteria (OTU2795)
Otu02796	OTU2796	Bacteria	Bacteria (OTU2796)
Otu02797	OTU2797	Bacteria	Bacteria (OTU2797)
Otu02798	OTU2798	Bacteria	Bacteria (OTU2798)
